date,BI,BI_Simple,close,BI_MA,BI_Simple_MA
2023-07-26,-0.9594761285411573,-0.4471968709256845,3223.0279,-0.748667952507012,-0.35302273270376766
2023-07-27,-0.8762658677269182,-0.4132581100141044,3216.6709,-0.7209403442097994,-0.3421803439679902
2023-07-28,-0.39851718933936753,-0.1971326164874552,3275.9257,-0.6738882784413753,-0.32084097403778833
2023-07-29,0.47000362924573563,0.23595505617977527,3275.9257,-0.5443274119392073,-0.2580580503333102
2023-07-30,0.2326222952687535,0.11827956989247312,3275.9257,-0.4272920761011295,-0.20242555582224786
2023-07-31,-0.5015389381977866,-0.246422893481717,3291.0398,-0.3884065311638506,-0.18518188025813884
2023-08-01,-0.5279372642387118,-0.2589792060491493,3290.9493,-0.39701698235981786,-0.18869174116156123
2023-08-02,-0.7840227632964044,-0.3741307371349096,3261.6903,-0.4754192586894582,-0.22610481487505218
2023-08-03,-0.3780661339200499,-0.18740157480314962,3280.4626,-0.4380335103782819,-0.20882191760032393
2023-08-04,-0.4716857154287204,-0.23216601815823606,3288.0842,-0.41948840761746264,-0.20024534009821573
2023-08-05,-0.11778303565638351,-0.06060606060606061,3288.0842,-0.3353190983289853,-0.16158625906625335
2023-08-06,0.17693070815907824,0.09090909090909091,3288.0842,-0.22999944074038567,-0.11116953897393382
2023-08-07,-0.6225296133459919,-0.30254777070063693,3268.8311,-0.25240068314104813,-0.12171105439525198
2023-08-08,-0.6318339957472218,-0.3067484662576687,3260.6196,-0.36258444564034387,-0.17598140663899636
2023-08-09,-0.8208248979330073,-0.38974970202622167,3244.4867,-0.4679291649605199,-0.22678433383086585
2023-08-10,-0.6604288859369778,-0.3196480938416422,3254.5597,-0.48381815973443904,-0.2341068538668584
2023-08-11,-0.8286702089752488,-0.3925278990781174,3189.248,-0.5138914542080928,-0.2474617231697552
2023-08-12,-1.0279947214541563,-0.47878787878787876,3189.248,-0.5382886500238679,-0.2579274373350521
2023-08-13,-0.4418327522790392,-0.22012578616352202,3189.248,-0.5446653118597669,-0.2611998584710894
2023-08-14,-0.6055638847671944,-0.29429206819866566,3178.4272,-0.5580531287936144,-0.2674124634751323
2023-08-15,-0.738670435584029,-0.35403726708074534,3176.1758,-0.6201418687863789,-0.2967555841226008
2023-08-16,-0.9859812479211543,-0.4572713643178411,3150.1277,-0.736433064394402,-0.351573629645294
2023-08-17,-0.6460796697019596,-0.31287128712871287,3163.7393,-0.7387880700299989,-0.35260598128810156
2023-08-18,-0.9266001015330162,-0.43340691685062543,3131.953,-0.7682646806085783,-0.36527182634739724
2023-08-19,-0.6778797084291569,-0.32989690721649484,3131.953,-0.7539701616581932,-0.3592865468664246
2023-08-20,-0.3429447511268303,-0.17197452229299362,3131.953,-0.7222217481771784,-0.3445191897115597
2023-08-21,-0.8864933690692104,-0.4167038856632425,3092.9777,-0.7280040641865747,-0.3469367883700722
2023-08-22,-0.865510284310502,-0.40809248554913297,3120.3338,-0.7117556204722092,-0.33986724904619764
2023-08-23,-0.9571922460954579,-0.44561016013252347,3078.4021,-0.7632915698538512,-0.36241568644309774
2023-08-24,-1.0686906088030605,-0.4895470383275261,3082.2439,-0.8096042422574378,-0.3819411834559839
2023-08-25,-1.1201985380735058,-0.5086158977209561,3064.0747,-0.8477570525063853,-0.3973990465200049
2023-08-26,-0.5764229062518039,-0.2839506172839506,3064.0747,-0.8068012183394503,-0.38006697181661586
2023-08-27,0.2453796927610916,0.1227154046997389,3064.0747,-0.7176552820931452,-0.3365083026337707
2023-08-28,-1.027578528334544,-0.47313781468985205,3098.6363,-0.727753124773298,-0.3404813924176934
2023-08-29,-0.440194079237219,-0.2170978627671541,3135.8867,-0.7039845618541042,-0.3292014879727593
2023-08-30,-0.8292793548845253,-0.3935119887165021,3137.1375,-0.7526180222298737,-0.3513552346151101
2023-08-31,-0.8462351610310817,-0.4004474272930649,3119.8764,-0.7485922014260609,-0.34972958877809235
2023-09-01,-1.015025572559844,-0.4691823899371069,3133.2467,-0.7635437302509951,-0.35583857921688977
2023-09-02,-0.5514966634969185,-0.2727272727272727,3133.2467,-0.7229741719911411,-0.3385502904763647
2023-09-03,-0.5328045304847658,-0.2638888888888889,3133.2467,-0.6693855641593116,-0.315984475532501
2023-09-04,-0.4259037757854385,-0.21052631578947367,3177.0603,-0.5999560879305049,-0.28617551733935265
2023-09-05,-0.8979415932059586,-0.42216358839050133,3154.3693,-0.6321079566259205,-0.29999681445000775
2023-09-06,-0.6048174118170572,-0.2945205479452055,3158.0769,-0.7171276670837352,-0.34172040971450224
2023-09-07,-1.090244038997593,-0.49763779527559054,3122.3523,-0.7233942181500401,-0.34417040777307606
2023-09-08,-1.0218185975449232,-0.4716981132075472,3116.7191,-0.7815566699808106,-0.3696304328171154
2023-09-09,-0.3964152725882465,-0.2,3116.7191,-0.7382702617511827,-0.3502792339454651
2023-09-10,-0.27625337662815824,-0.14,3116.7191,-0.6812720833108904,-0.32423449121615866
2023-09-11,-0.5057105230992203,-0.24855491329479767,3142.779,-0.6303405783648279,-0.3021717435519278
2023-09-12,-0.6415753734286365,-0.31135531135531136,3137.0593,-0.6393484493579997,-0.3060345474147316
2023-09-13,-0.8391647286789262,-0.397196261682243,3123.0669,-0.6699844691774158,-0.319365284694067
2023-09-14,-0.7623523437364744,-0.36446700507614216,3126.5511,-0.7036293259725194,-0.3347593536227339
2023-09-15,-0.8948709035733322,-0.42059672762271416,3117.7434,-0.7033222570092568,-0.33460266754595513
2023-09-16,-0.06782259633876106,-0.034482758620689655,3117.7434,-0.6496227754614272,-0.30859888861350354
2023-09-17,-0.13976194237515874,-0.07086614173228346,3117.7434,-0.5545745657991837,-0.2659217232591729
2023-09-18,-0.8457267681551623,-0.40066225165562913,3125.9319,-0.5369653828602077,-0.25881813710398105
2023-09-19,-0.8515061780129908,-0.4026548672566372,3124.9567,-0.5824744734026821,-0.2790836238296448
2023-09-20,-0.9070609893913525,-0.4256619144602851,3108.5679,-0.6455552346790014,-0.3076498152756733
2023-09-21,-0.9651811416453953,-0.44883720930232557,3084.701,-0.691502296533619,-0.32767804487642604
2023-09-22,-0.5992510947928185,-0.2916201117318436,3132.4316,-0.6872698686700371,-0.3257045249140793
2023-09-23,0.047628048989254664,0.024390243902439025,3132.4316,-0.5985905909032191,-0.28354587435561107
2023-09-24,-0.42608439531090014,-0.21518987341772153,3132.4316,-0.5649637960606617,-0.268618161189769
2023-09-25,-0.9117349153382944,-0.42810457516339867,3115.6071,-0.5666501972371579,-0.2693689459438375
2023-09-26,-0.8436091804393502,-0.39968895800933124,3102.2726,-0.6442288556472168,-0.30588956588270166
2023-09-27,-0.6740470091865258,-0.326007326007326,3107.3156,-0.6976573623283535,-0.3314036843102059
2023-09-28,-0.3746934494414107,-0.18604651162790697,3110.4753,-0.6505540304569783,-0.3099421103074337
2023-09-29,0.3610133455373305,0.18518518518518517,3110.4753,-0.5293020781019463,-0.2511581050632515
2023-09-30,-0.25131442828090605,-0.13333333333333333,3110.4753,-0.4637274219909016,-0.2219252469505563
2023-10-01,1.0216512475319812,0.5,3110.4753,-0.26504418307316396,-0.1270415260203237
2023-10-02,-0.5260930958967791,-0.2727272727272727,3110.4753,-0.25772838318356,-0.1251522421198666
2023-10-03,-0.6325225587435105,-0.3191489361702128,3110.4753,-0.3257434439568365,-0.1595061601271318
2023-10-04,-0.5500463369192721,-0.275,3110.4753,-0.33813963811767367,-0.16548717278535965
2023-10-05,0.0,0.0,3110.4753,-0.24696614658384428,-0.1226767152690198
2023-10-06,-0.25951119548508456,-0.13333333333333333,3110.4753,-0.1885563480884177,-0.09604115280141999
2023-10-07,0.37037378829689427,0.18840579710144928,3110.4753,-0.0841142683400757,-0.044599840490542476
2023-10-08,0.2090917978585594,0.10638297872340426,3110.4753,-0.025735743610078687,-0.015356891455411349
2023-10-09,-0.6411259958090668,-0.31100478468899523,3096.9224,-0.12594967774471844,-0.0649758884428294
2023-10-10,-0.7844969591481733,-0.3743169398907104,3075.2361,-0.17926793083144515,-0.0890742490985671
2023-10-11,-0.8012956843371829,-0.38170347003154576,3078.9556,-0.3615626240183616,-0.17724459610172166
2023-10-12,-0.6655419144680564,-0.3220910623946037,3107.9007,-0.3755075058754893,-0.1821809750684548
2023-10-13,-0.9753796482441617,-0.4537313432835821,3088.0991,-0.4097932148255544,-0.1956392157797917
2023-10-14,0.626455806061273,0.3103448275862069,3088.0991,-0.2921430005274999,-0.13710473302117102
2023-10-15,0.36593426935152906,0.18446601941747573,3088.0991,-0.25554957359234703,-0.11865813107942344
2023-10-16,-0.6764523019877753,-0.32662192393736017,3073.813,-0.29724368424261605,-0.13798699013982613
2023-10-17,-0.6692796991533019,-0.32371794871794873,3083.4964,-0.4012090329876356,-0.18919936472176593
2023-10-18,-1.0044508740676583,-0.46464646464646464,3058.7098,-0.5225633001802574,-0.24630230905875283
2023-10-19,-0.9166337262181111,-0.4291319274153997,3005.3934,-0.5501140732211619,-0.25811502333139325
2023-10-20,-0.8518661643575836,-0.40243122200895715,2983.0585,-0.5568509937421029,-0.2609264515432179
2023-10-21,-0.5218754599525757,-0.25874125874125875,2983.0585,-0.5289089713036421,-0.24863023041418925
2023-10-22,-0.3285040669720361,-0.16535433070866143,2983.0585,-0.4952051865540402,-0.232956557245595
2023-10-23,-1.0135610560499544,-0.4678811121764142,2939.2913,-0.49902332733461946,-0.2343715341348782
2023-10-24,-0.7971606354925719,-0.37964071856287424,2962.2437,-0.641384971490004,-0.3033700887497863
2023-10-25,-0.6838013181417077,-0.3302034428794992,2974.1135,-0.7463585302393276,-0.3548370349794838
2023-10-26,-0.497219971710212,-0.24444444444444444,2988.2992,-0.7284352972115713,-0.34661928703019224
2023-10-27,-0.25759478006845576,-0.12866817155756208,3017.7842,-0.6872668053030866,-0.32711430931415364
2023-10-28,0.41985384556026406,0.21428571428571427,3017.7842,-0.5448363333402945,-0.2592210914209357
2023-10-29,0.41773520069997877,0.21212121212121213,3017.7842,-0.41139944064848544,-0.19509577746727452
2023-10-30,-0.1941560144409575,-0.09734513274336283,3021.5534,-0.34562842565682284,-0.16458716854071506
2023-10-31,-0.6000567574939333,-0.2924901185770751,3018.7706,-0.3534465554109586,-0.16796205452429672
2023-11-01,-0.526698972922281,-0.25870646766169153,3023.0765,-0.37326604600598307,-0.17729726821959974
2023-11-02,-0.8001889743849161,-0.3811659192825112,3009.4058,-0.35192883783947926,-0.16862574893020943
2023-11-03,-0.26697739909008966,-0.13333333333333333,3030.7977,-0.29891051419923104,-0.14399501040725532
2023-11-04,0.44802472252696035,0.22807017543859648,3030.7977,-0.1857279101323642,-0.08816764857544576
2023-11-05,0.4578330936254803,0.23076923076923078,3030.7977,-0.09022260359879497,-0.040646281054078234
2023-11-06,-0.186815946381794,-0.09359605911330049,3058.4105,-0.0831447202301288,-0.03713906980965208
2023-11-07,-0.23225226751245004,-0.11627906976744186,3057.2697,-0.14835533153740021,-0.07019554821496769
2023-11-08,-0.34130316389087856,-0.16981132075471697,3052.3726,-0.22425916799648596,-0.10838880150256061
2023-11-09,-0.7756366719352088,-0.3709677419354839,3053.2792,-0.28240723374591103,-0.1357510624217727
2023-11-10,-0.5962052353677147,-0.29069767441860467,3038.9699,-0.2820220815332893,-0.1355718180059257
2023-11-11,0.26826398659467937,0.13793103448275862,3038.9699,-0.20252578558159323,-0.09590806779148064
2023-11-12,0.28768207245178085,0.14705882352941177,3038.9699,-0.0937386808979235,-0.043085593510288345
2023-11-13,-0.28605737672477904,-0.14285714285714285,3046.5329,-0.09564667866139244,-0.044037974462669306
2023-11-14,-0.4165886933268267,-0.2064343163538874,3056.0703,-0.18210802024677114,-0.0874884236419177
2023-11-15,-0.6406291462764989,-0.3107890499194847,3072.8348,-0.29195424423696903,-0.14164425171078926
2023-11-16,-0.7976598792954321,-0.38028169014084506,3050.9257,-0.35303863752833287,-0.1703128148135437
2023-11-17,-0.5777110129133773,-0.2826086956521739,3054.3655,-0.38758451206842565,-0.1869457774020169
2023-11-18,0.13353139262452257,0.06976744186046512,3054.3655,-0.3401010564168855,-0.1629879011404987
2023-11-19,0.9044562742271522,0.43859649122807015,3054.3655,-0.1720917618006494,-0.08203147782414329
2023-11-20,-0.2345073099645248,-0.11746031746031746,3068.3191,-0.1359219692603304,-0.06470774212831457
2023-11-21,-0.6552279456976516,-0.31738437001594894,3067.9328,-0.22827116248956353,-0.11023928257818531
2023-11-22,-0.9194941515916928,-0.43119266055045874,3043.611,-0.3489887848939109,-0.16806443098617235
2023-11-23,-0.5306282510621704,-0.26063829787234044,3061.8562,-0.37344587232765003,-0.17984254648769213
2023-11-24,-0.8777184570879154,-0.4140127388535032,3040.9717,-0.41955884870375887,-0.20060038873765373
2023-11-25,0.0,0.0,3040.9717,-0.35549593407610897,-0.16952148374570525
2023-11-26,-0.060624621816434854,-0.03125,3040.9717,-0.28179240832820923,-0.13461831473162075
2023-11-27,-0.8495628670180558,-0.40222575516693165,3031.7002,-0.3089775937386771,-0.14658002068309653
2023-11-28,-0.3475424603754599,-0.17297297297297298,3038.5545,-0.35708497903867537,-0.17085406216644033
2023-11-29,-0.9559099307868437,-0.4458874458874459,3021.6874,-0.5431215995400749,-0.25930245587799194
2023-11-30,-0.9704664659761797,-0.45170454545454547,3029.6727,-0.6167175151412405,-0.29272687867741476
2023-12-01,-0.6140098600012215,-0.2988505747126437,3031.6358,-0.6125957065715975,-0.29087349914708416
2023-12-02,0.27763173659827955,0.14285714285714285,3031.6358,-0.49288311775260024,-0.23346851880632405
2023-12-03,0.4754236967150748,0.2413793103448276,3031.6358,-0.39227792297487574,-0.18326675798460723
2023-12-04,-0.6931471805599453,-0.3346303501945525,3022.9138,-0.3738207953220787,-0.1753285191187122
2023-12-05,-1.0139696455140306,-0.4681344148319815,2972.2959,-0.4752177598734818,-0.22214196060191033
2023-12-06,-0.7070042152213716,-0.3405238828967643,2968.9334,-0.5398557192139755,-0.2530693488915867
2023-12-07,-0.6420817025533777,-0.31137724550898205,2966.2061,-0.5191076027675077,-0.24398449792579177
2023-12-08,-0.7031975164134467,-0.3389261744966443,2969.5594,-0.5546731083713062,-0.2605798180781589
2023-12-09,-0.3939042857070884,-0.2,2969.5594,-0.49847254386333073,-0.23599107348941434
2023-12-10,0.35020242943311497,0.1780821917808219,2969.5594,-0.36640565432240135,-0.1730123997658776
2023-12-11,-0.47877378360035666,-0.23552123552123552,2991.4385,-0.35288204668231477,-0.1666794658467368
2023-12-12,-0.13957038984129072,-0.06995884773662552,3003.4378,-0.3946022593262718,-0.18796106490611364
2023-12-13,-0.881963376487548,-0.41545893719806765,2968.7606,-0.5303409666465341,-0.25364488966040316
2023-12-14,-1.0325688763511183,-0.47576656775469833,2958.9856,-0.5642831362256514,-0.2677585114164177
2023-12-15,-1.1022552799466108,-0.5022789425706472,2942.5568,-0.5731116996689094,-0.2711729641902843
2023-12-16,-0.6480267452794757,-0.31958762886597936,2942.5568,-0.5672139526747199,-0.2690793387872058
2023-12-17,0.22314355131420976,0.1134020618556701,2942.5568,-0.48069142728796105,-0.22660140805074058
2023-12-18,-0.9259857037337523,-0.43322475570032576,2930.8036,-0.5029702460199916,-0.23603126617110873
2023-12-19,-0.8345750424592356,-0.3953488372093023,2932.3908,-0.5470373216952064,-0.25556614989203896
2023-12-20,-0.8304420491439031,-0.3933333333333333,2902.1096,-0.6651017695529082,-0.31270770240345447
2023-12-21,-0.76744510427659,-0.36655405405405406,2918.7149,-0.6939689016205315,-0.3258109842567363
2023-12-22,-1.106809055872288,-0.5040983606557377,2914.7752,-0.7906927682236313,-0.36922493554864755
2023-12-23,-0.05826890812397576,-0.0297029702970297,2914.7752,-0.7083233213872739,-0.33064933885854375
2023-12-24,-0.2411620568168881,-0.12244897959183673,2914.7752,-0.629182639433851,-0.2953175800422576
2023-12-25,-0.9447286671946886,-0.44129554655870445,2918.8126,-0.6134299781586587,-0.28921924044106334
2023-12-26,-0.9853526856035436,-0.45698166431593795,2898.8787,-0.6471625721910655,-0.3029586439860592
2023-12-27,-0.7741162430936124,-0.3697585768742058,2914.6138,-0.7468885516318478,-0.35127470785904674
2023-12-28,-0.06312108645659777,-0.03163686382393398,2954.7035,-0.6606020899041323,-0.3111159186714076
2023-12-29,-0.3022808718729337,-0.15053763440860216,2974.9348,-0.6073726728455022,-0.2866347983913376
2023-12-30,0.14310084364067324,0.07317073170731707,2974.9348,-0.5100183835670445,-0.23998439188727255
2023-12-31,0.5108256237659907,0.25806451612903225,2974.9348,-0.38219131076278645,-0.1775225348689639
2024-01-01,0.4906229164484712,0.24675324675324675,2974.9348,-0.2224481135307105,-0.10243737412806546
2024-01-02,-0.4563235253416555,-0.22504230118443316,2962.2762,-0.2622535752524785,-0.12197130721680582
2024-01-03,-0.7254080427781667,-0.3488372093023256,2967.2472,-0.31067817384860635,-0.1446101301878547
2024-01-04,-0.8732733467904642,-0.4119170984455959,2954.3486,-0.3035326418081839,-0.14167228537654383
2024-01-05,-1.0321978457691028,-0.4754358161648177,2929.1833,-0.3082171578247398,-0.14351770056143182
2024-01-06,-0.6931471805599453,-0.33962264150943394,2929.1833,-0.3001202515713731,-0.14050410702495464
2024-01-07,-0.019048194970694474,-0.009708737864077669,2929.1833,-0.2957129624227828,-0.138311294428969
2024-01-08,-0.9521543960749773,-0.44360902255639095,2887.5379,-0.36070031484298715,-0.1676184332437479
2024-01-09,-0.96729724679315,-0.45004945598417406,2893.2513,-0.4717401238863695,-0.219940452012897
2024-01-10,-1.0180082562534802,-0.4700089525514772,2877.7023,-0.6246235118883166,-0.29274779888094793
2024-01-11,-0.6810258200276005,-0.32882273342354534,2886.6502,-0.7417883855359237,-0.35030539689862716
2024-01-12,-0.9072043493181977,-0.4260869565217391,2881.9769,-0.786876467933578,-0.37040986243235774
2024-01-13,-0.06744128079553253,-0.034482758620689655,2881.9769,-0.7210797917353144,-0.33897441736419415
2024-01-14,-0.3794896217049037,-0.19148936170212766,2881.9769,-0.6717014192267585,-0.31693164368984733
2024-01-15,-0.7201758529478646,-0.34632683658170915,2886.2908,-0.6404992199446348,-0.3040207457315365
2024-01-16,-0.7167948288606202,-0.3443708609271523,2893.9886,-0.6428639847747022,-0.3044955676733083
2024-01-17,-0.9297137522062957,-0.43444976076555025,2833.6152,-0.7339305404982623,-0.3469696699634556
2024-01-18,-0.8149771662965258,-0.3866268210683601,2845.7839,-0.7202128175204171,-0.3412714498146525
2024-01-19,-0.9024773533834516,-0.42379958246346555,2832.2793,-0.7137308281794473,-0.3386464624625816
2024-01-20,0.021053409197832263,0.010752688172043012,2832.2793,-0.609824661634316,-0.29057029839022963
2024-01-21,-0.21357410029805904,-0.10869565217391304,2832.2793,-0.5630794896613619,-0.2685575902652664
2024-01-22,-1.0473478964323264,-0.4809421841541756,2756.3399,-0.5770938443727748,-0.27404311302851003
2024-01-23,-0.8908116465731701,-0.4188817598533456,2770.9763,-0.6594308809505385,-0.3124830131517756
2024-01-24,-0.7619641350792515,-0.3641715727502103,2820.7719,-0.6976783322879733,-0.3297512342565839
2024-01-25,-0.4572413776318843,-0.225140712945591,2906.1087,-0.6713848847563753,-0.31763262189297203
2024-01-26,-0.6910789274958863,-0.3333333333333333,2910.2227,-0.6688132946199019,-0.3165288691335902
2024-01-27,-0.07145896398214498,-0.037037037037037035,2910.2227,-0.5829878157974868,-0.27678759676073883
2024-01-28,0.5368011101692514,0.26732673267326734,2910.2227,-0.4478099881509091,-0.21139224138657614
2024-01-29,-0.8697988096780414,-0.41012216404886565,2883.356,-0.44454213378036805,-0.2100244995451161
2024-01-30,-1.0194265525098702,-0.4704918032786885,2830.5266,-0.5485901299511383,-0.25814894869018923
2024-01-31,-1.0895624531481918,-0.4972136222910217,2788.5482,-0.6361889652361515,-0.2970007457019001
2024-02-01,-0.824950561695207,-0.3912310286677909,2770.7403,-0.6139492317624397,-0.28802963015326166
2024-02-02,-0.9475134018924696,-0.4416289592760181,2730.152,-0.6196194072943697,-0.2903043500955289
2024-02-03,-0.8873031950009028,-0.4198473282442748,2730.152,-0.6321533132865348,-0.2958719256449353
2024-02-04,-0.8239174117431399,-0.3936651583710407,2730.152,-0.6688209166976603,-0.31272437018748034
2024-02-05,-0.8596336388321653,-0.4055636896046852,2702.185,-0.6856763878312883,-0.3199474058146155
2024-02-06,-0.6397819600204994,-0.3100097181729835,2789.486,-0.7425086874351237,-0.3472446739282102
2024-02-07,-0.5336148137599193,-0.2613065326633166,2829.6956,-0.8495502798280408,-0.40010800046186856
2024-02-08,0.022472855852058576,0.011278195488721804,2865.9032,-0.7603231132750307,-0.35796796450810986
2024-02-09,0.06252035698133393,0.03225806451612903,2865.9032,-0.6521284223259103,-0.3076929777286281
2024-02-10,0.4818380868927384,0.24528301886792453,2865.9032,-0.49498836832181725,-0.23344331361273346
2024-02-11,0.653926467406664,0.3333333333333333,2865.9032,-0.34710066541163015,-0.16098687741262102
2024-02-12,0.11778303565638346,0.0625,2865.9032,-0.24057102165674488,-0.11057398148501921
2024-02-13,0.2336148511815051,0.12195121951219512,2865.9032,-0.12847921703850407,-0.056394126709372216
2024-02-14,0.3302416868705768,0.16981132075471697,2865.9032,-0.013063307177132399,-4.647879679645362e-05
2024-02-15,0.0408219945202552,0.02127659574468085,2865.9032,0.07698225615810965,0.04263754973814015
2024-02-16,0.1823215567939546,0.09375,2865.9032,0.15919260783955505,0.0830135215554385
2024-02-17,0.0769610411361284,0.04,2865.9032,0.2202501933291598,0.11314417482177017
2024-02-18,0.3331444465285383,0.16831683168316833,2865.9032,0.2513173523968078,0.12884803844121478
2024-02-19,-0.4865329311969461,-0.23938879456706283,2910.544,0.19641202357897977,0.10168335253289562
2024-02-20,-0.37584486004645257,-0.1864406779661017,2922.7302,0.11064372888506072,0.05851098284949301
2024-02-21,-0.5897438862734551,-0.2871287128712871,2950.9556,-0.013723306482951225,-0.003535221770969038
2024-02-22,-0.47766650199130467,-0.23494687131050768,2988.3578,-0.07326826024772004,-0.0332799089020198
2024-02-23,-0.45618020068718085,-0.2247191011235955,3004.881,-0.14224776543458864,-0.06794694096559886
2024-02-24,0.018018505502678212,0.009174311926605505,3004.881,-0.1734700835713785,-0.08401064184841
2024-02-25,0.25671984684781407,0.13043478260869565,3004.881,-0.15188029833862263,-0.07309482316200853
2024-02-26,-0.6250937173149297,-0.30368098159509205,2977.0221,-0.23262182574951104,-0.11283792132151774
2024-02-27,-0.2791713827838723,-0.1391941391941392,3015.4807,-0.2682350681415111,-0.13075733524093167
2024-02-28,-1.156375395877183,-0.5219747140276941,2957.8524,-0.4171870523820832,-0.1997864898120179
2024-02-29,-0.7734280118207482,-0.3692458374142997,3015.1712,-0.44587656044446344,-0.2127721940967416
2024-03-01,-0.21197025071608455,-0.10577777777777778,3027.0204,-0.4294890995114267,-0.2047059040779092
2024-03-02,0.46575733836428446,0.23178807947019867,3027.0204,-0.32393897704765273,-0.15281422484376064
2024-03-03,0.9279867716373463,0.43820224719101125,3027.0204,-0.18337364968478762,-0.08549931299360873
2024-03-04,-0.3911995309493419,-0.19358533791523483,3039.3055,-0.1768755827110037,-0.08238593667277266
2024-03-05,-0.790645545044823,-0.3768844221105528,3047.7931,-0.2577419877657538,-0.12099181007648849
